playlist_id,song_id,fecha_agregado,orden,favorito
21,664,2023-06-06,4,True
21,613,2025-07-09,5,False
21,1186,2022-02-05,6,True
21,1096,2024-06-11,7,False
21,1350,2024-05-19,8,True
21,930,2022-07-08,9,False
21,622,2024-11-21,10,True
21,1023,2022-10-20,11,False
22,1429,2022-06-20,1,False
22,345,2022-06-29,2,False
22,628,2021-06-04,3,False
22,627,2023-12-06,4,False
22,1335,2026-04-03,5,False
22,29,2022-08-16,6,True
22,1160,2020-04-28,7,False
22,267,2023-05-25,8,False
23,1407,2024-08-27,1,True
23,520,2023-01-23,2,True
23,1334,2024-06-19,3,True
23,341,2025-01-09,4,True
23,920,2020-10-13,5,False
23,1013,2024-04-02,6,False
24,542,2023-06-09,1,False
24,168,2021-09-01,2,False
24,995,2020-07-29,3,True
24,811,2026-01-11,4,False
24,1233,2022-11-19,5,True
24,245,2020-03-15,6,True
25,12,2023-01-29,1,False
25,1398,2022-04-04,2,False
25,391,2022-12-15,3,False
25,1449,2023-02-25,4,True
25,708,2020-04-05,5,False
25,402,2023-01-29,6,False
25,1293,2021-03-08,7,False
25,1479,2026-01-27,8,False
25,1186,2026-04-04,9,False
25,1275,2024-12-04,10,True
26,836,2021-04-21,1,True
26,814,2021-03-09,2,True
26,217,2022-05-06,3,False
26,1301,2023-08-29,4,True
26,156,2023-03-04,5,False
26,1373,2025-10-22,6,True
26,618,2022-10-05,7,False
26,1310,2026-04-23,8,False
26,758,2024-08-21,9,False
26,1142,2021-01-12,10,False
26,1145,2022-02-27,11,False
26,1080,2020-11-21,12,False
26,514,2023-05-02,13,False
26,1269,2020-02-24,14,True
27,84,2024-07-05,1,False
27,416,2023-07-10,2,True
27,307,2023-08-18,3,True
27,1361,2022-11-23,4,True
27,32,2025-05-04,5,False
27,355,2022-03-12,6,False
28,761,2022-08-06,1,False
28,804,2021-05-05,2,False
28,410,2025-05-30,3,False
28,784,2020-06-13,4,False
28,1164,2023-12-31,5,False
28,126,2024-09-03,6,True
28,1307,2020-08-30,7,True
28,576,2026-03-28,8,False
29,1267,2020-03-05,1,True
29,1111,2025-01-19,2,True
29,1347,2026-04-21,3,False
29,492,2021-09-14,4,False
29,538,2023-11-18,5,True
29,136,2023-10-30,6,True
29,1077,2021-08-29,7,True
29,1113,2023-12-02,8,True
29,563,2020-01-13,9,False
29,133,2022-09-30,10,True
29,1111,2024-04-19,11,True
30,584,2022-10-30,1,False
30,158,2020-09-23,2,False
30,1122,2023-08-25,3,True
30,832,2021-03-09,4,True
30,586,2025-03-18,5,True
30,1083,2024-11-10,6,False
30,1032,2026-02-15,7,False
30,127,2022-04-14,8,False
30,97,2021-05-17,9,False
30,1042,2022-09-15,10,False
30,805,2024-03-10,11,True
31,55,2024-12-11,1,False
31,456,2022-01-30,2,True
31,1439,2026-01-19,3,False
31,913,2024-07-12,4,True
31,580,2021-11-08,5,False
31,819,2023-08-28,6,True
31,477,2023-12-17,7,True
31,540,2022-08-09,8,False
31,293,2024-02-22,9,True
31,1024,2021-10-06,10,True
31,590,2021-01-14,11,False
31,1068,2026-01-07,12,False
31,463,2020-01-14,13,True
32,117,2024-07-20,1,True
32,1302,2020-02-10,2,True
32,1498,2023-06-25,3,True
32,372,2023-03-16,4,True
33,1180,2023-03-24,1,False
33,1048,2020-10-25,2,True
33,1154,2022-08-05,3,False
33,512,2021-04-06,4,False
33,707,2022-10-10,5,True
33,146,2025-07-27,6,True
33,1295,2025-11-28,7,False
33,35,2023-01-30,8,True
33,612,2020-06-27,9,False
34,114,2021-05-06,1,True
34,530,2025-09-12,2,False
34,1470,2023-03-10,3,True
34,207,2023-06-27,4,True
34,230,2023-12-01,5,True
34,19,2026-03-26,6,True
34,752,2022-03-20,7,True
34,339,2021-06-08,8,False
35,273,2021-05-15,1,False
35,1381,2020-11-06,2,True
35,29,2021-03-31,3,True
35,919,2022-12-04,4,True
35,1390,2021-07-05,5,False
35,1188,2020-01-25,6,True
35,1397,2023-02-21,7,True
35,532,2022-05-07,8,True
35,226,2023-06-09,9,False
36,1121,2022-07-18,1,False
36,1219,2020-09-04,2,True
36,711,2021-11-08,3,True
36,525,2022-08-21,4,True
36,446,2021-12-27,5,False
37,403,2022-11-24,1,True
37,1478,2023-07-27,2,False
37,1336,2025-05-04,3,True
37,262,2023-10-23,4,True
37,728,2021-11-27,5,False
37,413,2020-04-17,6,False
37,682,2020-11-02,7,False
37,700,2022-01-26,8,False
37,1329,2024-08-21,9,True
37,262,2020-12-02,10,False
37,504,2023-02-04,11,True
37,847,2024-02-09,12,False
37,777,2024-08-13,13,True
37,145,2020-03-21,14,True
38,1145,2020-01-03,1,False
38,1290,2025-06-10,2,False
38,1343,2020-10-05,3,False
38,1218,2025-03-29,4,True
38,244,2025-04-10,5,False
38,338,2022-12-16,6,False
38,420,2024-09-29,7,True
38,366,2024-04-25,8,True
39,1245,2020-04-18,1,False
39,1344,2023-03-01,2,True
39,164,2022-07-25,3,True
39,526,2020-01-25,4,False
39,1332,2023-08-13,5,False
39,953,2025-12-02,6,False
39,392,2020-06-14,7,False
39,399,2021-01-12,8,True
39,1165,2023-07-09,9,True
40,1283,2022-11-11,1,True
40,1374,2021-12-18,2,False
40,102,2025-12-02,3,True
40,1141,2025-02-07,4,False
40,503,2020-01-25,5,False
40,1479,2024-03-17,6,True
40,665,2020-05-19,7,False
40,118,2022-01-08,8,False
41,309,2020-06-30,1,True
41,991,2020-10-16,2,False
41,1219,2022-04-03,3,False
41,1075,2020-08-22,4,False
41,593,2026-01-07,5,True
41,747,2021-03-15,6,False
41,127,2020-09-25,7,False
41,15,2020-02-27,8,False
41,1080,2026-03-26,9,False
41,269,2025-04-19,10,False
41,1357,2025-07-18,11,False
41,1217,2024-03-18,12,False
41,169,2023-06-29,13,False
42,928,2024-09-05,1,True
42,400,2022-01-18,2,False
42,10,2023-09-06,3,False
42,226,2024-03-18,4,False
42,1457,2021-01-15,5,True
42,1288,2023-09-14,6,True
42,807,2024-11-23,7,True
42,1367,2023-05-23,8,True
42,1443,2025-03-09,9,True
43,558,2024-08-18,1,True
43,375,2025-10-15,2,True
43,786,2022-08-11,3,False
43,41,2020-03-09,4,True
43,1022,2021-08-09,5,True
44,609,2021-10-23,1,True
44,447,2021-02-05,2,True
44,757,2022-10-25,3,True
44,1218,2025-11-18,4,True
44,1006,2023-07-03,5,True
44,1063,2021-07-26,6,False
44,384,2020-12-09,7,True
44,1011,2023-06-23,8,True
44,1025,2022-07-05,9,True
45,1460,2025-10-08,1,True
45,1385,2024-01-10,2,True
45,1037,2024-01-13,3,False
45,715,2024-09-08,4,False
45,1287,2025-02-28,5,True
45,1432,2022-04-04,6,False
45,1002,2020-04-02,7,True
45,348,2023-07-04,8,True
45,1335,2021-12-03,9,False
45,1466,2023-12-07,10,True
45,1400,2022-05-12,11,False
45,945,2025-07-08,12,True
46,603,2024-03-08,1,True
46,1203,2022-05-22,2,False
46,1463,2025-09-04,3,True
46,537,2020-11-20,4,False
46,1322,2022-05-18,5,True
46,519,2024-10-20,6,False
46,1365,2022-04-27,7,False
46,1381,2023-08-16,8,True
46,541,2025-08-06,9,True
46,1117,2025-01-24,10,False
46,680,2020-11-01,11,False
46,1338,2021-08-29,12,True
47,684,2025-08-11,1,True
47,1183,2022-11-23,2,True
47,1451,2022-12-24,3,True
47,1276,2025-01-18,4,True
47,366,2022-03-25,5,True
47,1092,2022-04-04,6,False
47,26,2020-08-28,7,True
47,609,2022-08-12,8,True
47,439,2021-05-08,9,True
47,399,2021-01-07,10,True
48,424,2022-06-22,1,False
48,811,2024-12-07,2,True
48,303,2025-05-19,3,True
48,278,2026-04-03,4,True
48,430,2026-01-12,5,False
48,558,2023-10-08,6,False
48,1357,2025-12-12,7,True
48,890,2020-09-13,8,False
48,12,2024-09-09,9,True
49,1262,2023-02-25,1,False
49,1063,2023-06-30,2,False
49,376,2024-03-04,3,True
49,1457,2026-02-18,4,True
49,1351,2025-02-28,5,False
49,567,2024-08-01,6,False
49,600,2022-09-11,7,False
50,853,2024-11-14,1,False
50,930,2021-01-28,2,True
50,656,2024-08-04,3,True
50,471,2021-02-26,4,False
50,1418,2023-12-10,5,True
50,198,2024-10-20,6,False
51,489,2021-10-04,1,True
51,858,2020-11-29,2,True
51,607,2023-01-06,3,False
51,1373,2026-03-12,4,False
51,1448,2021-10-11,5,True
51,332,2021-06-08,6,True
52,491,2024-03-27,1,True
52,270,2025-03-22,2,False
52,743,2020-03-06,3,True
52,1328,2023-09-19,4,False
52,1254,2020-02-07,5,True
52,875,2020-10-26,6,False
52,459,2024-07-02,7,False
52,732,2020-06-08,8,True
52,355,2024-06-02,9,True
52,916,2021-05-01,10,True
52,1021,2025-05-25,11,False
52,705,2022-04-07,12,True
53,1360,2025-11-17,1,True
53,144,2020-10-26,2,True
53,1035,2025-10-16,3,False
53,343,2023-03-24,4,False
53,485,2024-11-01,5,True
53,31,2024-01-27,6,True
53,833,2021-02-14,7,False
53,798,2023-04-28,8,True
53,290,2020-02-01,9,True
53,492,2025-05-31,10,True
53,382,2024-06-16,11,False
53,707,2022-04-23,12,True
53,1317,2022-10-06,13,False
54,1081,2021-08-25,1,False
54,76,2022-11-04,2,False
54,113,2023-01-16,3,False
54,1254,2021-08-16,4,False
54,726,2023-11-10,5,True
54,421,2021-09-29,6,False
54,271,2020-04-01,7,False
54,976,2025-10-30,8,True
54,453,2023-10-02,9,True
54,337,2024-06-19,10,False
54,1165,2025-07-11,11,True
55,309,2022-10-28,1,False
55,650,2020-07-18,2,True
55,156,2024-09-12,3,True
55,742,2025-07-15,4,True
56,596,2022-11-15,1,False
56,215,2022-12-21,2,False
56,704,2022-12-28,3,False
56,650,2021-06-26,4,True
56,1174,2026-02-12,5,False
56,53,2020-03-06,6,False
56,823,2020-09-19,7,False
56,389,2024-08-06,8,False
56,167,2024-02-18,9,True
56,323,2023-03-27,10,True
57,252,2023-03-19,1,True
57,1252,2025-03-19,2,True
57,23,2023-04-27,3,False
57,942,2024-06-01,4,True
57,968,2025-04-21,5,False
57,610,2023-01-17,6,False
57,1331,2024-08-08,7,False
58,471,2022-01-11,1,True
58,214,2024-11-24,2,True
58,374,2025-07-13,3,False
58,898,2025-05-14,4,False
58,374,2021-03-03,5,False
58,760,2021-09-02,6,True
58,356,2023-01-04,7,False
58,140,2020-01-28,8,True
58,925,2022-09-19,9,False
58,421,2020-03-22,10,True
58,810,2025-06-18,11,False
58,330,2023-06-21,12,False
58,700,2024-03-08,13,True
58,415,2023-01-17,14,False
59,1211,2022-09-07,1,True
59,549,2022-07-27,2,True
59,1012,2025-11-27,3,False
59,1118,2022-03-22,4,True
59,249,2025-12-11,5,False
59,1062,2020-01-12,6,False
59,99,2024-02-15,7,False
59,619,2024-01-19,8,True
59,403,2023-04-05,9,False
59,212,2022-12-21,10,False
59,51,2022-01-12,11,False
59,67,2022-03-11,12,True
59,378,2025-10-09,13,False
60,517,2022-11-05,1,True
60,691,2024-09-17,2,False
60,665,2025-04-05,3,True
60,12,2025-05-01,4,False
60,374,2024-10-04,5,False
60,1235,2025-10-22,6,False
60,1437,2020-12-16,7,False
60,1195,2023-07-26,8,False
60,370,2023-01-06,9,False
60,685,2024-02-22,10,False
60,385,2020-03-27,11,False
60,200,2020-01-28,12,False
61,1198,2024-08-17,1,True
61,261,2021-05-16,2,True
61,1130,2020-05-12,3,False
61,552,2020-12-14,4,True
61,304,2022-09-25,5,False
61,820,2024-04-26,6,True
62,918,2024-07-08,1,False
62,299,2024-08-06,2,True
62,230,2024-08-14,3,True
62,512,2021-12-20,4,False
62,1495,2020-09-28,5,False
62,117,2022-02-03,6,False
63,555,2026-04-02,1,True
63,899,2021-06-09,2,True
63,1399,2021-05-03,3,True
63,379,2026-03-30,4,False
63,855,2023-09-22,5,True
63,155,2022-09-16,6,False
63,645,2023-06-14,7,True
63,1356,2022-09-06,8,False
63,483,2023-06-23,9,True
63,121,2023-02-03,10,True
63,1343,2020-12-12,11,True
64,995,2021-04-08,1,True
64,634,2024-07-03,2,False
64,27,2020-10-05,3,True
64,671,2024-12-26,4,True
64,438,2024-01-27,5,False
64,1056,2023-12-27,6,False
64,355,2022-02-04,7,True
64,1408,2023-01-17,8,False
65,829,2020-12-25,1,False
65,882,2020-05-25,2,True
65,433,2024-08-02,3,True
65,933,2025-01-22,4,False
65,1144,2023-11-22,5,True
65,192,2022-03-02,6,False
65,1285,2022-07-11,7,True
65,756,2025-04-28,8,False
65,1147,2022-07-10,9,False
65,639,2022-05-13,10,True
65,329,2025-07-22,11,True
65,1387,2023-05-12,12,True
66,553,2020-09-22,1,True
66,174,2024-06-07,2,False
66,899,2024-09-25,3,True
66,587,2024-08-28,4,True
67,76,2021-04-29,1,False
67,650,2024-04-28,2,False
67,1080,2026-03-30,3,True
67,88,2024-07-14,4,False
68,927,2023-09-23,1,False
68,344,2020-09-22,2,True
68,741,2020-05-20,3,True
68,1195,2026-04-02,4,False
68,600,2026-04-25,5,True
69,1288,2024-12-21,1,True
69,114,2025-01-17,2,True
69,1309,2025-02-02,3,True
69,1190,2020-08-31,4,False
69,915,2023-06-18,5,False
69,108,2022-05-24,6,False
69,215,2021-04-04,7,False
69,480,2024-02-29,8,True
69,967,2021-12-09,9,False
69,642,2022-03-19,10,True
69,806,2022-09-13,11,True
70,1479,2024-07-27,1,True
70,1433,2020-11-04,2,False
70,231,2026-01-01,3,True
70,984,2020-09-16,4,True
70,1004,2020-06-15,5,False
70,438,2024-12-30,6,True
71,1409,2025-09-08,1,False
71,1284,2024-07-28,2,True
71,814,2021-04-08,3,True
71,249,2024-07-26,4,False
71,1498,2025-02-27,5,False
71,1236,2025-07-24,6,False
71,600,2024-12-10,7,True
71,740,2023-01-20,8,False
71,1118,2022-07-13,9,False
71,1092,2025-02-23,10,False
71,1475,2025-11-16,11,True
71,916,2023-10-15,12,True
71,1136,2025-07-08,13,True
72,1343,2026-02-18,1,False
72,420,2025-05-25,2,True
72,433,2021-07-25,3,False
72,188,2024-06-20,4,False
72,801,2025-08-24,5,False
72,173,2024-07-04,6,False
72,376,2024-06-16,7,False
72,1235,2021-12-27,8,False
72,71,2024-06-14,9,True
72,1131,2024-02-04,10,False
72,775,2024-09-06,11,False
73,1037,2020-07-04,1,False
73,399,2025-08-30,2,True
73,865,2024-12-15,3,False
73,926,2026-02-20,4,True
73,471,2021-10-11,5,True
73,919,2022-10-03,6,True
73,1055,2021-04-18,7,True
73,560,2022-08-13,8,False
73,853,2025-11-04,9,True
73,387,2023-05-27,10,True
73,739,2026-04-22,11,True
74,1119,2021-07-29,1,False
74,653,2023-02-18,2,False
74,1432,2021-04-27,3,False
74,172,2025-03-01,4,True
74,1233,2022-10-09,5,False
74,84,2023-06-18,6,True
74,112,2023-05-11,7,False
74,530,2023-04-15,8,False
75,661,2022-12-09,1,False
75,651,2022-04-10,2,True
75,939,2025-06-01,3,False
75,127,2025-09-01,4,True
75,584,2024-11-04,5,False
75,76,2023-07-06,6,True
75,519,2021-10-25,7,True
75,866,2023-12-08,8,True
75,913,2025-03-27,9,True
75,1274,2023-07-26,10,False
76,447,2024-08-19,1,False
76,888,2022-04-30,2,True
76,167,2020-06-18,3,True
76,401,2021-09-12,4,True
76,960,2022-03-02,5,False
76,1147,2024-02-09,6,False
77,498,2024-07-14,1,False
77,447,2023-12-01,2,True
77,1161,2023-04-30,3,True
77,1113,2023-03-04,4,True
77,1341,2023-09-26,5,True
77,655,2023-11-29,6,True
77,349,2021-07-19,7,False
77,165,2024-07-06,8,False
77,1377,2025-04-10,9,True
77,1485,2022-05-28,10,False
78,522,2024-07-22,1,True
78,908,2023-12-11,2,False
78,436,2026-04-23,3,True
78,649,2020-10-26,4,True
78,666,2020-10-07,5,False
79,1275,2024-12-28,1,True
79,1220,2025-04-13,2,True
79,672,2021-04-25,3,True
79,1380,2024-11-11,4,False
79,966,2021-03-06,5,True
79,633,2025-06-13,6,True
79,383,2024-03-31,7,True
80,318,2024-11-27,1,False
80,736,2021-06-23,2,True
80,605,2022-01-16,3,False
80,1278,2024-04-14,4,True
80,1462,2024-01-02,5,False
80,1377,2025-07-15,6,True
80,461,2021-07-23,7,False
80,585,2025-06-27,8,True
80,254,2021-05-13,9,True
80,1307,2023-01-28,10,False
80,307,2025-02-19,11,True
81,1394,2024-08-28,1,False
81,1289,2022-08-15,2,False
81,885,2025-05-05,3,False
81,1203,2020-03-25,4,False
81,669,2021-01-14,5,False
82,1118,2022-07-15,1,True
82,1045,2024-07-29,2,False
82,447,2020-07-08,3,False
82,663,2023-06-11,4,False
82,87,2020-08-07,5,False
82,4,2022-03-10,6,False
82,364,2024-12-15,7,True
82,1426,2022-10-03,8,False
82,249,2020-01-29,9,True
82,941,2021-04-28,10,False
83,445,2023-01-12,1,True
83,182,2024-10-26,2,True
83,603,2024-01-04,3,False
83,351,2023-01-17,4,False
83,1218,2021-05-10,5,False
83,230,2022-05-19,6,False
83,437,2020-01-09,7,True
83,1396,2025-10-04,8,True
83,876,2026-02-08,9,False
83,1354,2021-03-20,10,False
83,623,2024-08-17,11,True
83,817,2026-01-07,12,True
83,1333,2025-01-23,13,False
83,1023,2023-08-31,14,True
84,598,2025-09-20,1,True
84,1091,2020-11-14,2,True
84,939,2020-08-17,3,False
84,996,2024-10-31,4,True
84,353,2025-07-24,5,True
85,1368,2022-08-03,1,False
85,1496,2025-04-19,2,True
85,323,2024-07-17,3,True
85,267,2024-01-08,4,True
85,779,2022-09-05,5,False
85,340,2024-02-24,6,False
85,1211,2024-10-18,7,True
85,301,2025-05-21,8,False
85,867,2024-09-14,9,True
85,666,2024-03-22,10,True
86,164,2026-02-23,1,False
86,1170,2022-04-20,2,False
86,768,2020-07-08,3,False
86,540,2022-02-24,4,True
86,424,2024-03-02,5,False
87,479,2022-05-20,1,True
87,412,2022-06-02,2,False
87,1195,2025-09-11,3,False
87,144,2022-09-24,4,True
87,133,2023-10-03,5,False
88,1457,2024-01-03,1,True
88,1037,2020-02-19,2,True
88,1055,2021-07-23,3,False
88,651,2021-02-26,4,True
88,1181,2025-01-22,5,False
88,891,2020-02-15,6,False
88,881,2025-04-07,7,True
88,819,2023-03-23,8,True
88,1092,2022-09-26,9,False
88,1352,2021-04-15,10,True
88,1,2025-03-26,11,True
88,1092,2021-09-30,12,False
89,549,2023-12-24,1,False
89,618,2025-09-25,2,True
89,38,2023-03-02,3,False
89,328,2025-10-18,4,True
90,62,2022-12-08,1,True
90,677,2020-09-27,2,True
90,546,2023-02-19,3,True
90,1265,2025-12-19,4,True
90,733,2020-06-15,5,True
90,553,2023-01-05,6,False
90,1120,2023-06-28,7,False
90,1444,2020-10-05,8,False
90,1313,2024-12-30,9,True
90,407,2024-10-25,10,False
91,462,2025-04-27,1,False
91,1378,2022-03-28,2,True
91,1172,2021-05-18,3,False
91,644,2025-03-07,4,True
91,968,2021-12-27,5,False
91,136,2025-07-19,6,False
91,1460,2025-01-20,7,True
91,798,2025-11-17,8,True
92,1062,2022-06-21,1,False
92,565,2022-07-19,2,True
92,806,2021-08-09,3,True
92,426,2024-10-10,4,True
92,195,2020-07-24,5,False
92,1271,2025-07-18,6,True
93,1106,2021-07-25,1,False
93,984,2022-10-29,2,False
93,838,2025-02-07,3,True
93,794,2023-06-06,4,False
93,45,2020-04-18,5,True
93,631,2024-02-20,6,False
93,1437,2026-03-06,7,True
93,918,2026-01-25,8,False
93,824,2025-11-03,9,False
93,1470,2022-06-04,10,True
94,64,2021-10-14,1,True
94,1153,2026-01-29,2,False
94,1178,2025-03-26,3,False
94,1307,2025-11-28,4,True
94,172,2026-03-20,5,False
94,1021,2022-06-21,6,False
94,1023,2021-03-19,7,False
94,862,2020-05-30,8,False
94,1153,2022-09-16,9,False
94,515,2023-11-13,10,True
94,1087,2020-10-13,11,True
94,1198,2025-07-23,12,True
95,915,2021-01-09,1,True
95,1039,2021-05-03,2,True
95,953,2025-03-30,3,False
95,426,2020-02-29,4,True
95,1416,2024-05-26,5,True
95,1320,2024-10-10,6,True
95,313,2022-09-01,7,False
95,1185,2023-10-10,8,True
96,1310,2022-01-09,1,False
96,973,2023-10-17,2,False
96,895,2024-03-26,3,True
96,201,2022-11-15,4,True
96,225,2024-08-16,5,False
96,1454,2021-10-02,6,True
97,1430,2023-12-17,1,True
97,1034,2020-10-04,2,True
97,340,2024-02-21,3,False
97,730,2023-08-30,4,False
97,760,2023-06-08,5,False
97,1300,2025-07-24,6,False
97,8,2022-05-20,7,True
97,602,2024-03-04,8,True
97,1262,2025-04-09,9,False
97,1019,2021-07-17,10,False
97,1185,2025-03-30,11,False
97,512,2022-04-25,12,True
97,1249,2021-05-27,13,True
97,454,2025-09-17,14,False
98,1167,2021-01-27,1,False
98,1334,2021-12-07,2,True
98,117,2023-03-20,3,True
98,779,2021-01-27,4,False
98,336,2020-03-15,5,True
98,892,2022-10-01,6,False
98,1138,2025-12-10,7,False
98,474,2022-06-09,8,True
98,1450,2023-04-24,9,False
98,1169,2020-04-07,10,True
98,377,2022-09-10,11,True
98,647,2025-06-17,12,False
99,3,2023-03-27,1,False
99,146,2022-12-06,2,True
99,121,2022-09-11,3,True
99,361,2024-09-20,4,False
99,452,2023-03-12,5,False
99,1254,2024-12-11,6,True
99,1202,2024-04-05,7,True
100,1350,2021-10-24,1,False
100,936,2021-03-18,2,True
100,725,2025-07-23,3,True
100,536,2025-10-17,4,False
100,915,2020-02-20,5,True
100,779,2021-10-15,6,False
100,1254,2021-03-14,7,False
100,1082,2021-05-17,8,False
101,961,2020-11-03,1,False
101,662,2022-07-25,2,True
101,181,2022-10-28,3,True
101,341,2022-07-09,4,True
101,1210,2022-05-22,5,True
