post_id,song_id,orden,destacado,timestamp
328,861,1,True,29.02
329,1437,1,True,12.18
330,716,1,True,2.38
331,1363,1,True,14.54
332,515,1,True,26.42
333,1229,1,True,27.07
334,461,1,True,19.23
335,522,1,True,7.25
336,1086,1,True,17.02
337,742,1,True,10.58
338,977,1,True,24.53
339,1300,1,True,8.06
340,1012,1,True,5.05
341,847,1,True,0.92
342,65,1,True,4.86
343,587,1,True,22.01
344,1209,1,True,9.77
345,1157,1,True,12.11
346,618,1,True,23.14
347,782,1,True,0.76
348,178,1,True,25.47
349,501,1,True,16.8
350,272,1,True,20.79
351,243,1,True,23.5
352,1447,1,True,26.36
353,914,1,True,7.31
354,575,1,True,28.77
355,1251,1,True,7.14
356,1451,1,True,3.68
357,717,1,True,16.28
358,247,1,True,1.58
359,1112,1,True,15.47
360,702,1,True,24.18
361,1042,1,True,12.34
362,264,1,True,20.44
363,704,1,True,13.6
364,513,1,True,2.65
365,1497,1,True,12.52
366,427,1,True,3.78
367,297,1,True,29.5
368,1214,1,True,20.84
369,1275,1,True,19.86
370,641,1,True,12.47
371,394,1,True,10.88
372,851,1,True,23.56
373,166,1,True,15.4
374,1272,1,True,3.65
375,297,1,True,15.41
376,153,1,True,0.67
377,657,1,True,15.71
378,516,1,True,15.71
379,366,1,True,16.32
380,501,1,True,25.41
381,543,1,True,26.58
382,731,1,True,17.17
383,352,1,True,18.77
384,175,1,True,24.01
385,1490,1,True,20.33
386,1250,1,True,21.5
387,496,1,True,21.79
388,364,1,True,13.48
389,415,1,True,24.3
390,1299,1,True,2.53
391,73,1,True,18.9
392,335,1,True,0.2
393,169,1,True,6.42
394,295,1,True,10.24
395,1013,1,True,14.52
396,1326,1,True,27.13
397,1304,1,True,22.71
398,886,1,True,24.84
399,517,1,True,1.08
400,310,1,True,0.07
401,1169,1,True,20.53
402,1214,1,True,20.73
403,581,1,True,0.47
404,1140,1,True,17.51
405,1114,1,True,4.74
406,432,1,True,8.06
407,1371,1,True,8.52
408,1281,1,True,17.93
409,1432,1,True,16.24
410,726,1,True,16.7
411,946,1,True,2.79
412,1294,1,True,13.8
413,721,1,True,18.82
414,1423,1,True,12.28
415,25,1,True,20.71
416,729,1,True,28.78
417,1164,1,True,3.64
418,316,1,True,27.61
419,244,1,True,22.31
420,745,1,True,24.17
421,145,1,True,10.95
422,689,1,True,7.9
423,1141,1,True,1.01
424,48,1,True,23.74
425,223,1,True,18.3
426,61,1,True,4.42
427,1219,1,True,15.64
428,1372,1,True,24.47
429,1027,1,True,0.19
430,1461,1,True,14.01
431,634,1,True,8.19
432,849,1,True,17.59
433,1162,1,True,13.04
434,1436,1,True,9.8
435,555,1,True,11.07
436,432,1,True,2.38
437,283,1,True,4.88
438,1000,1,True,29.91
439,1240,1,True,28.6
440,1009,1,True,8.31
441,1097,1,True,20.07
442,86,1,True,25.01
443,22,1,True,12.58
444,1148,1,True,4.73
445,1362,1,True,16.62
446,280,1,True,20.62
447,98,1,True,16.74
448,1399,1,True,11.32
449,63,1,True,16.16
450,1371,1,True,24.71
451,1305,1,True,21.41
452,418,1,True,1.64
453,72,1,True,8.62
454,527,1,True,13.19
455,1414,1,True,0.93
456,482,1,True,4.09
457,1452,1,True,22.11
458,1352,1,True,29.24
459,42,1,True,16.9
460,47,1,True,14.62
461,1453,1,True,4.82
462,593,1,True,17.1
463,417,1,True,17.98
464,333,1,True,3.89
465,98,1,True,4.63
466,474,1,True,20.7
467,1486,1,True,5.01
468,932,1,True,25.55
469,1349,1,True,12.78
470,938,1,True,15.36
471,697,1,True,1.82
472,151,1,True,11.69
473,184,1,True,2.8
474,1125,1,True,0.33
475,1363,1,True,3.27
476,338,1,True,10.37
477,304,1,True,26.58
478,1094,1,True,1.43
479,424,1,True,11.21
480,112,1,True,27.37
481,326,1,True,0.38
482,744,1,True,1.11
483,192,1,True,16.97
484,288,1,True,10.15
485,1252,1,True,25.18
486,388,1,True,9.14
487,1325,1,True,21.91
488,385,1,True,11.92
489,1154,1,True,17.69
490,1392,1,True,21.0
491,217,1,True,16.38
492,1455,1,True,20.97
493,723,1,True,19.58
494,1132,1,True,13.9
495,908,1,True,11.92
496,1118,1,True,27.89
497,364,1,True,29.22
498,868,1,True,20.17
499,412,1,True,1.88
500,590,1,True,1.87
501,59,1,True,9.15
502,695,1,True,1.88
503,1430,1,True,26.35
504,1006,1,True,12.34
505,297,1,True,17.76
506,501,1,True,0.18
507,197,1,True,28.56
508,119,1,True,6.37
509,1030,1,True,24.67
510,1219,1,True,3.32
511,1410,1,True,26.53
512,377,1,True,4.67
513,777,1,True,26.83
514,502,1,True,2.42
515,852,1,True,4.57
516,325,1,True,21.91
517,445,1,True,6.37
518,1259,1,True,17.57
519,929,1,True,9.52
520,571,1,True,27.92
521,770,1,True,2.6
522,1263,1,True,6.78
523,1339,1,True,3.13
524,617,1,True,13.08
525,843,1,True,12.02
526,291,1,True,7.8
527,242,1,True,2.83
528,1279,1,True,8.52
529,765,1,True,20.89
530,524,1,True,15.42
531,549,1,True,14.88
532,725,1,True,9.4
533,777,1,True,23.48
534,1367,1,True,19.87
535,287,1,True,18.62
536,241,1,True,25.06
537,194,1,True,4.33
538,1026,1,True,2.72
539,452,1,True,26.52
540,225,1,True,2.76
541,75,1,True,25.51
542,702,1,True,7.94
543,1263,1,True,6.44
544,882,1,True,23.85
545,1228,1,True,10.98
546,658,1,True,19.37
547,430,1,True,16.06
548,224,1,True,5.16
549,935,1,True,7.91
550,1008,1,True,12.34
551,42,1,True,6.03
552,710,1,True,14.55
553,1317,1,True,17.03
554,1037,1,True,16.63
555,380,1,True,9.58
556,865,1,True,24.97
557,820,1,True,10.78
558,88,1,True,24.97
559,892,1,True,23.19
560,698,1,True,29.8
561,651,1,True,8.66
562,1030,1,True,24.53
563,1273,1,True,25.91
564,1422,1,True,9.48
565,480,1,True,16.56
566,1449,1,True,11.11
567,430,1,True,11.58
568,389,1,True,15.0
569,919,1,True,3.33
570,1320,1,True,25.55
571,88,1,True,22.96
572,1190,1,True,4.15
573,29,1,True,8.86
574,1225,1,True,14.24
575,1412,1,True,10.62
576,15,1,True,24.07
577,463,1,True,22.15
578,1163,1,True,15.43
579,41,1,True,12.65
580,1289,1,True,11.57
581,1497,1,True,2.25
582,1045,1,True,18.34
583,492,1,True,8.92
584,1091,1,True,21.7
585,1371,1,True,25.42
586,1213,1,True,2.85
587,219,1,True,13.89
588,284,1,True,25.51
589,238,1,True,8.73
590,531,1,True,6.4
591,370,1,True,0.44
592,883,1,True,22.09
593,1311,1,True,18.71
594,1017,1,True,2.44
595,1170,1,True,14.76
596,516,1,True,16.67
597,225,1,True,4.21
598,1440,1,True,7.85
599,1295,1,True,21.56
600,917,1,True,20.2
601,1349,1,True,11.8
602,1488,1,True,12.57
603,839,1,True,27.2
604,886,1,True,7.71
605,499,1,True,5.67
606,471,1,True,3.81
607,353,1,True,2.3
608,533,1,True,23.3
609,770,1,True,12.26
610,1434,1,True,1.9
611,1083,1,True,28.22
612,646,1,True,3.8
613,996,1,True,13.12
614,277,1,True,29.04
615,1288,1,True,6.34
616,56,1,True,10.91
617,689,1,True,27.9
618,691,1,True,17.8
619,1133,1,True,27.66
620,869,1,True,1.34
621,1018,1,True,14.5
622,960,1,True,29.08
623,1406,1,True,29.99
624,997,1,True,12.92
625,1224,1,True,22.46
626,1294,1,True,16.56
627,763,1,True,29.84
628,654,1,True,17.47
629,1161,1,True,7.58
630,507,1,True,0.25
631,1466,1,True,17.11
632,906,1,True,16.03
633,879,1,True,0.63
634,141,1,True,5.0
635,627,1,True,25.16
636,400,1,True,1.62
637,1266,1,True,10.52
638,967,1,True,24.43
639,246,1,True,29.01
640,1037,1,True,10.39
641,745,1,True,5.91
642,636,1,True,15.45
643,1437,1,True,23.6
644,489,1,True,13.81
645,1280,1,True,27.38
646,1269,1,True,16.26
647,23,1,True,4.1
648,996,1,True,24.93
649,1273,1,True,10.88
650,790,1,True,2.06
651,1164,1,True,27.7
652,551,1,True,23.01
653,30,1,True,6.37
654,771,1,True,2.72
655,1424,1,True,24.52
656,907,1,True,13.05
657,1005,1,True,0.86
658,1380,1,True,0.84
659,887,1,True,25.58
660,1286,1,True,0.93
661,882,1,True,4.48
662,1021,1,True,20.0
663,1104,1,True,24.25
664,164,1,True,22.92
665,1333,1,True,16.57
666,240,1,True,25.04
667,1095,1,True,26.25
668,1173,1,True,10.97
669,263,1,True,2.54
670,738,1,True,20.75
671,496,1,True,3.98
672,1222,1,True,0.21
673,1299,1,True,7.2
674,460,1,True,10.24
675,461,1,True,8.94
676,856,1,True,21.59
677,1293,1,True,23.59
678,336,1,True,2.04
679,1174,1,True,19.8
680,1062,1,True,14.96
681,1362,1,True,8.68
682,1347,1,True,12.06
683,1261,1,True,28.96
684,347,1,True,19.64
685,477,1,True,4.51
686,1342,1,True,11.22
687,873,1,True,13.38
688,1296,1,True,8.71
689,876,1,True,1.45
690,1036,1,True,26.85
691,1419,1,True,26.25
692,187,1,True,1.55
693,366,1,True,12.49
694,401,1,True,16.99
695,666,1,True,8.26
696,697,1,True,11.48
697,373,1,True,29.46
698,425,1,True,29.64
699,463,1,True,18.21
700,658,1,True,14.13
701,380,1,True,3.52
702,449,1,True,28.36
703,1326,1,True,26.56
704,202,1,True,20.4
705,1289,1,True,20.15
706,661,1,True,8.33
707,1302,1,True,9.29
708,920,1,True,24.79
709,108,1,True,25.74
710,744,1,True,4.43
711,149,1,True,17.62
712,805,1,True,11.33
713,1035,1,True,17.11
714,1321,1,True,29.05
715,258,1,True,20.6
716,124,1,True,25.23
717,1377,1,True,21.91
718,1006,1,True,12.0
719,1466,1,True,13.17
720,165,1,True,2.29
721,1030,1,True,10.17
722,98,1,True,15.82
723,921,1,True,27.11
724,338,1,True,23.76
725,12,1,True,0.83
726,1371,1,True,18.82
727,718,1,True,9.68
728,64,1,True,5.76
729,197,1,True,23.02
730,1184,1,True,22.0
731,579,1,True,7.78
732,112,1,True,13.74
733,1446,1,True,21.6
734,707,1,True,28.74
735,638,1,True,12.97
736,634,1,True,17.71
737,920,1,True,13.2
738,401,1,True,1.08
739,1059,1,True,8.32
740,419,1,True,15.45
741,1056,1,True,18.86
742,921,1,True,22.73
743,1464,1,True,4.5
744,580,1,True,12.31
745,913,1,True,2.33
746,638,1,True,17.16
747,198,1,True,9.67
748,1149,1,True,12.41
749,1138,1,True,21.8
750,1178,1,True,8.9
751,531,1,True,16.39
752,186,1,True,17.22
753,1144,1,True,13.42
754,173,1,True,16.78
755,802,1,True,22.79
756,1460,1,True,3.45
757,720,1,True,16.17
758,703,1,True,1.03
759,591,1,True,21.76
760,678,1,True,18.42
761,899,1,True,26.94
762,262,1,True,18.28
763,1013,1,True,24.69
764,743,1,True,18.83
765,1497,1,True,29.47
766,806,1,True,23.69
767,1138,1,True,22.53
768,460,1,True,9.57
769,1088,1,True,14.06
770,1006,1,True,23.56
771,590,1,True,0.99
772,999,1,True,26.07
773,12,1,True,21.58
774,834,1,True,10.73
775,638,1,True,23.54
776,544,1,True,28.4
777,1040,1,True,18.72
778,732,1,True,20.67
779,1285,1,True,11.22
780,1184,1,True,24.96
781,1270,1,True,17.72
782,782,1,True,19.45
783,435,1,True,15.32
784,504,1,True,26.33
785,554,1,True,1.48
786,937,1,True,8.26
787,452,1,True,27.48
788,118,1,True,24.23
789,390,1,True,27.32
790,987,1,True,14.6
791,833,1,True,28.29
792,1364,1,True,4.79
793,1422,1,True,20.44
794,332,1,True,8.42
795,715,1,True,26.71
796,1170,1,True,24.67
797,733,1,True,3.56
798,1479,1,True,9.54
799,1496,1,True,16.17
800,1359,1,True,2.07
801,386,1,True,8.12
802,1408,1,True,17.76
803,953,1,True,13.81
804,1141,1,True,16.22
805,702,1,True,25.32
806,1311,1,True,24.25
807,927,1,True,12.13
808,698,1,True,25.31
809,1475,1,True,5.1
810,258,1,True,24.73
811,1048,1,True,21.61
812,168,1,True,15.22
813,455,1,True,5.86
814,1346,1,True,22.5
815,187,1,True,9.45
816,305,1,True,1.27
817,1299,1,True,26.74
818,581,1,True,8.73
819,680,1,True,14.65
820,737,1,True,2.77
821,185,1,True,9.41
822,1372,1,True,21.01
823,916,1,True,11.1
824,1300,1,True,25.57
825,1323,1,True,27.8
826,1358,1,True,21.59
827,1019,1,True,15.92
828,598,1,True,8.93
829,1471,1,True,27.7
830,999,1,True,4.43
831,1257,1,True,24.58
832,1039,1,True,10.07
833,1168,1,True,4.72
834,853,1,True,9.59
835,139,1,True,9.02
836,1351,1,True,0.07
837,597,1,True,6.19
838,432,1,True,18.31
839,1198,1,True,7.9
840,499,1,True,27.43
841,406,1,True,9.89
842,1016,1,True,12.63
843,1259,1,True,4.59
844,867,1,True,9.47
845,647,1,True,20.2
846,169,1,True,22.4
847,46,1,True,4.38
848,610,1,True,8.95
849,661,1,True,0.66
850,1296,1,True,18.23
851,1476,1,True,4.27
852,1208,1,True,2.73
853,1449,1,True,10.66
854,487,1,True,11.79
855,375,1,True,26.8
856,713,1,True,1.32
857,71,1,True,10.81
858,799,1,True,21.69
859,721,1,True,25.94
860,1331,1,True,21.8
861,1235,1,True,27.52
862,1321,1,True,6.03
863,709,1,True,11.49
864,461,1,True,19.68
865,178,1,True,13.61
866,139,1,True,4.31
867,1265,1,True,23.3
868,28,1,True,20.44
869,1195,1,True,0.69
870,1320,1,True,3.67
871,1308,1,True,11.72
872,583,1,True,9.92
873,1301,1,True,8.99
874,1094,1,True,19.28
875,477,1,True,28.44
876,675,1,True,11.74
877,1013,1,True,4.12
878,1213,1,True,27.72
879,321,1,True,16.78
880,222,1,True,2.16
881,1059,1,True,20.04
882,520,1,True,7.99
883,402,1,True,16.34
884,485,1,True,0.26
885,405,1,True,24.61
886,1156,1,True,14.38
887,433,1,True,13.15
888,902,1,True,25.06
889,1047,1,True,2.89
890,1333,1,True,11.76
891,1446,1,True,13.39
892,1347,1,True,23.03
893,750,1,True,22.46
894,1138,1,True,11.98
895,179,1,True,9.37
896,1155,1,True,11.59
897,183,1,True,20.45
898,348,1,True,2.54
899,95,1,True,3.52
900,171,1,True,13.35
901,796,1,True,11.52
902,542,1,True,10.34
903,396,1,True,25.39
904,736,1,True,2.28
905,1186,1,True,16.56
906,59,1,True,22.48
907,1060,1,True,16.91
908,296,1,True,6.59
909,219,1,True,17.71
910,571,1,True,18.33
911,1333,1,True,10.43
912,1423,1,True,26.04
913,658,1,True,29.5
914,741,1,True,24.84
915,209,1,True,3.28
916,165,1,True,27.42
917,327,1,True,7.06
918,1369,1,True,13.28
919,248,1,True,4.1
920,127,1,True,4.46
921,593,1,True,24.23
922,93,1,True,23.7
923,826,1,True,4.84
924,1243,1,True,20.26
925,684,1,True,22.42
926,1215,1,True,11.09
927,1127,1,True,17.12
928,863,1,True,8.15
929,800,1,True,21.1
930,1003,1,True,7.15
931,879,1,True,2.03
932,1096,1,True,7.17
933,211,1,True,3.85
934,1157,1,True,26.61
935,664,1,True,17.93
936,487,1,True,24.46
937,1172,1,True,19.64
938,1080,1,True,4.27
939,41,1,True,10.72
940,483,1,True,23.36
941,537,1,True,11.7
942,1133,1,True,28.6
943,802,1,True,23.46
944,240,1,True,6.72
945,169,1,True,14.24
946,1087,1,True,12.28
947,246,1,True,19.2
948,1390,1,True,13.01
949,1351,1,True,10.55
950,406,1,True,12.47
951,1134,1,True,1.27
952,1242,1,True,13.09
953,273,1,True,27.24
954,1433,1,True,8.16
955,197,1,True,28.59
956,1463,1,True,8.98
957,1457,1,True,7.31
958,1267,1,True,17.02
959,173,1,True,17.94
960,1307,1,True,6.7
961,1377,1,True,5.6
962,342,1,True,8.18
963,103,1,True,21.84
964,1031,1,True,11.41
965,562,1,True,1.5
966,1084,1,True,13.11
967,233,1,True,24.14
968,351,1,True,19.72
969,1089,1,True,2.15
970,325,1,True,11.59
971,1043,1,True,12.31
972,88,1,True,1.73
973,310,1,True,22.08
974,264,1,True,29.17
975,658,1,True,13.56
976,907,1,True,0.16
977,131,1,True,10.41
978,601,1,True,14.06
979,1238,1,True,15.55
980,739,1,True,23.62
981,361,1,True,2.94
982,1220,1,True,6.86
983,743,1,True,20.96
984,345,1,True,14.84
985,1481,1,True,27.57
986,341,1,True,27.58
987,457,1,True,27.8
988,468,1,True,27.74
989,868,1,True,2.22
990,958,1,True,26.11
991,1399,1,True,29.33
992,481,1,True,2.25
993,864,1,True,28.05
994,825,1,True,14.72
995,1438,1,True,24.82
996,1144,1,True,21.36
997,618,1,True,8.11
998,933,1,True,21.2
999,1205,1,True,24.86
1000,129,1,True,4.07
