user_id,song_id,fecha,duracion,completado
799,1134,2026-02-25,3.72,True
614,241,2022-03-10,4.29,False
757,439,2022-11-17,1.5,True
1255,1095,2025-05-29,1.37,True
983,634,2024-01-10,4.98,False
1214,89,2024-09-11,4.52,True
1137,1275,2021-04-13,3.09,False
1356,723,2025-10-22,2.39,False
722,803,2021-10-19,2.63,False
1148,1134,2023-03-21,2.84,True
576,667,2021-04-11,4.86,True
931,194,2020-06-08,1.39,True
1391,1365,2022-03-20,3.65,True
1056,1456,2023-05-21,4.4,True
976,938,2023-10-21,1.56,False
244,1043,2022-11-07,1.92,False
52,1371,2025-02-02,4.14,False
1186,1032,2026-03-24,1.51,True
230,1361,2021-07-22,4.99,False
694,431,2021-10-10,3.3,False
1479,743,2025-04-11,2.34,False
79,102,2025-03-03,4.78,False
118,1358,2023-05-14,2.66,True
1404,288,2020-10-18,3.65,True
809,921,2022-08-31,4.1,True
1245,517,2020-07-17,3.03,False
1078,28,2021-05-19,4.82,True
1370,1,2020-05-14,3.81,True
289,14,2024-04-22,1.32,False
1441,1240,2025-10-29,3.23,False
1200,1459,2022-05-08,4.15,False
316,1016,2025-10-24,4.41,True
568,298,2020-04-07,3.9,True
430,267,2025-09-12,2.76,True
761,706,2021-11-29,3.51,True
162,672,2024-11-02,1.39,False
369,1233,2023-12-18,2.04,False
1465,840,2024-01-23,2.56,False
1455,684,2022-02-03,3.16,True
1381,110,2023-06-18,2.61,True
598,774,2025-05-21,2.69,True
980,638,2023-08-17,2.88,False
1462,362,2022-02-20,4.39,True
949,856,2020-05-09,3.01,False
1232,114,2024-09-17,3.07,False
984,1055,2022-11-10,1.57,True
687,889,2020-02-01,4.0,False
1121,1470,2023-07-09,2.45,True
2,304,2020-03-14,1.15,False
1329,347,2020-11-30,2.6,False
795,157,2022-01-27,2.91,True
1088,511,2024-07-05,1.86,True
413,715,2023-11-22,3.26,True
325,1445,2022-07-17,2.52,False
1108,13,2020-02-05,2.81,False
5,1428,2021-06-28,3.02,False
774,1480,2024-11-13,1.25,False
1099,723,2022-08-18,3.55,True
271,1479,2021-10-23,4.02,False
774,1228,2025-03-18,1.53,False
1290,616,2025-02-06,2.81,False
2,74,2021-04-26,2.33,True
447,865,2021-09-03,2.77,True
112,1173,2021-10-25,1.79,True
1422,186,2024-04-02,2.51,True
761,362,2021-10-04,4.97,False
665,561,2023-12-23,1.68,False
1114,367,2021-08-16,2.83,False
1061,993,2020-07-27,1.73,True
822,1131,2023-12-24,3.5,False
295,631,2025-11-01,4.29,True
575,807,2020-08-13,4.19,False
49,1392,2025-01-05,2.42,False
496,185,2025-12-14,4.08,True
486,482,2020-02-01,4.22,False
683,1206,2023-02-24,1.15,True
1164,982,2023-02-20,1.71,False
1205,3,2020-07-23,2.33,True
1361,434,2024-02-18,3.28,False
1387,234,2025-07-03,3.32,False
575,212,2020-09-10,1.49,True
1484,641,2020-04-02,2.44,False
1380,1286,2025-11-29,1.05,False
557,167,2020-09-27,3.53,False
31,1322,2024-03-10,4.34,True
1014,475,2023-11-25,1.52,True
964,528,2021-06-23,4.56,False
410,22,2024-03-04,4.41,True
487,335,2025-02-09,3.35,False
1481,1166,2020-11-09,1.55,True
1144,1243,2021-02-17,2.75,True
290,338,2024-01-31,2.68,False
1324,439,2025-06-21,2.41,False
1376,949,2024-04-25,4.87,True
691,465,2021-04-24,2.49,True
1283,71,2025-02-02,2.31,True
1106,973,2023-10-28,2.43,True
554,828,2025-07-11,3.66,True
994,906,2021-02-01,2.19,True
1083,1352,2020-12-09,4.53,False
640,247,2024-10-31,1.44,False
72,1490,2020-01-20,4.35,False
712,1209,2023-10-08,1.45,True
346,190,2024-10-04,2.16,False
932,777,2022-05-08,4.23,False
867,127,2024-01-01,4.28,True
689,843,2025-04-29,1.88,False
737,46,2025-10-19,2.33,True
473,133,2023-11-08,4.54,False
871,1364,2024-03-06,2.49,False
1259,1300,2023-06-11,3.4,False
56,1044,2023-08-02,3.39,True
1370,1271,2022-10-17,4.36,True
779,359,2023-11-25,2.72,False
714,1402,2020-12-12,3.24,True
1103,1255,2025-08-28,4.97,False
688,1225,2023-11-22,2.43,True
1368,395,2022-05-10,4.22,True
862,698,2020-11-17,1.67,True
1189,491,2021-01-24,1.0,True
697,1336,2022-12-27,1.93,True
995,43,2022-11-29,1.77,True
253,59,2025-07-22,4.63,True
942,1326,2024-03-06,4.11,False
1390,1122,2024-08-02,4.22,True
1440,910,2021-07-08,2.39,False
154,22,2022-07-23,3.29,False
1411,1117,2025-12-25,4.68,True
1367,995,2023-07-07,1.32,True
497,184,2020-09-25,1.1,True
380,585,2020-01-24,2.72,False
407,165,2024-08-11,4.54,True
1131,387,2024-12-08,2.86,False
702,97,2021-09-22,2.69,False
705,316,2022-10-19,1.88,False
506,917,2025-12-26,2.04,True
1016,1216,2022-12-17,1.67,False
934,381,2020-10-27,3.59,False
291,574,2020-02-28,3.63,True
561,1273,2025-05-14,4.71,True
797,235,2025-02-23,3.44,True
1159,188,2024-09-03,3.19,False
1035,7,2021-02-01,3.45,False
322,505,2021-01-25,2.7,False
145,1257,2021-08-23,1.96,False
186,1170,2021-02-12,2.28,True
1077,908,2021-10-19,3.83,False
379,807,2021-12-23,4.95,True
1167,783,2025-01-15,4.18,True
769,920,2023-09-12,4.91,False
1454,47,2020-03-17,2.56,True
357,1188,2024-01-13,1.17,False
831,313,2022-09-22,3.17,True
474,151,2024-06-07,2.68,True
753,691,2021-06-15,1.18,False
47,1056,2023-09-17,3.19,False
1367,312,2020-09-12,3.15,False
646,805,2020-04-24,2.25,False
948,433,2021-06-29,3.31,True
399,963,2023-09-04,2.9,False
572,741,2024-08-21,3.34,False
369,700,2024-05-31,2.68,False
971,1195,2024-02-24,2.95,False
499,389,2020-04-26,4.88,True
1359,11,2022-01-20,2.99,True
1223,1173,2024-10-24,1.98,True
1164,830,2026-04-01,4.93,True
783,441,2021-06-27,4.47,False
415,263,2026-03-29,1.22,True
83,134,2022-09-02,3.0,False
1115,178,2021-02-07,1.74,True
34,252,2023-05-27,4.47,True
91,278,2022-12-14,3.78,False
521,483,2020-11-20,4.11,False
874,790,2020-10-18,4.4,False
1246,264,2020-07-12,2.22,True
379,522,2023-10-28,1.5,False
1202,1099,2021-02-23,4.81,True
394,7,2020-05-07,3.17,True
95,483,2023-12-31,3.53,True
708,358,2026-04-13,3.53,True
137,85,2026-01-27,3.63,True
1118,330,2020-05-09,1.11,False
549,47,2024-02-21,3.0,True
621,942,2022-08-26,4.4,True
1476,1388,2021-04-25,2.99,False
300,28,2025-11-20,2.78,False
418,601,2022-03-06,4.94,False
547,541,2020-12-12,1.23,True
408,1266,2025-11-23,2.58,False
143,313,2021-10-05,2.56,True
550,1260,2026-04-08,2.72,True
402,661,2022-09-23,1.73,False
463,334,2025-03-20,1.84,True
202,1086,2023-04-19,2.07,False
918,943,2024-02-18,2.96,True
1137,139,2024-12-31,2.46,True
371,253,2020-07-30,2.66,False
19,1398,2022-02-26,2.63,False
1150,1179,2023-07-12,3.63,False
1346,429,2022-12-06,4.17,False
591,1023,2025-06-09,1.79,False
945,307,2021-06-03,2.68,False
815,1107,2025-12-29,3.01,True
36,79,2025-08-08,3.56,False
111,118,2024-08-11,4.33,True
331,423,2025-11-05,1.34,False
409,1249,2024-06-17,3.24,True
1056,1146,2023-03-17,4.65,False
609,1137,2025-11-16,1.58,False
508,1085,2024-03-21,2.31,True
1190,159,2022-11-03,4.39,True
496,114,2022-04-11,2.56,False
399,812,2025-04-18,2.23,True
369,1277,2020-08-13,3.46,True
528,732,2022-04-25,4.64,True
628,178,2023-10-01,1.42,True
901,752,2024-04-19,1.69,True
599,1468,2020-10-06,4.94,False
1165,983,2021-05-10,2.16,False
1382,1008,2020-09-10,1.06,False
528,653,2024-08-17,3.03,True
808,170,2024-06-14,3.45,False
1481,450,2024-03-17,1.02,True
1217,384,2022-08-28,3.55,True
1114,857,2023-06-21,2.8,False
674,440,2022-03-31,1.54,True
835,829,2022-04-21,3.87,False
838,1371,2022-06-02,4.69,False
927,1436,2022-06-16,1.58,False
964,1109,2024-01-30,2.76,False
129,553,2025-10-26,2.22,True
1425,150,2021-06-12,4.33,False
674,1334,2021-02-07,4.22,True
254,112,2025-03-11,2.52,True
695,1258,2024-10-19,1.73,False
391,1426,2025-03-14,3.13,True
335,603,2024-03-09,3.87,True
224,591,2023-10-08,4.85,True
19,232,2020-09-29,2.67,True
234,362,2021-12-21,4.19,True
1162,1177,2023-10-07,3.45,False
1478,1240,2023-11-10,2.48,True
383,276,2020-01-07,4.73,False
274,1202,2023-03-27,3.55,False
229,1007,2021-03-01,1.92,True
1421,1459,2023-09-19,4.29,False
1061,252,2023-08-13,4.81,True
113,1213,2020-07-25,2.42,False
938,180,2024-09-03,4.09,True
420,628,2024-10-16,1.06,True
1375,1498,2020-05-24,1.88,True
229,526,2021-08-15,4.59,False
396,1038,2021-04-04,1.41,False
12,1181,2021-07-06,1.24,True
750,902,2022-02-21,2.84,False
1486,309,2024-06-02,4.89,True
48,750,2025-04-29,2.17,True
717,1068,2020-05-02,2.0,False
429,356,2021-03-06,3.43,True
501,1293,2021-09-18,2.06,True
1428,65,2024-11-15,4.63,False
1141,175,2025-12-16,3.86,False
1302,1028,2021-03-28,2.08,False
1447,1086,2025-01-25,3.94,True
837,1167,2020-10-19,1.79,False
308,1003,2025-05-25,3.71,False
110,1089,2025-11-08,4.59,True
655,1478,2025-11-24,2.25,True
1087,47,2020-08-11,2.67,False
1146,1242,2023-06-28,3.31,True
926,575,2020-08-11,2.81,True
670,320,2020-06-09,3.93,False
643,647,2022-11-26,4.76,False
1169,1424,2020-09-26,3.86,False
324,1459,2021-05-30,2.92,False
833,116,2020-01-22,2.28,False
87,66,2021-04-02,1.57,False
484,1301,2025-08-07,4.78,False
1084,1035,2025-04-10,4.41,False
423,241,2020-06-28,3.41,True
111,242,2020-07-16,4.85,False
688,1471,2021-02-22,3.0,False
605,141,2020-02-08,4.13,False
111,917,2024-08-08,3.54,False
735,1433,2021-02-10,3.35,False
946,1159,2020-06-12,3.04,True
177,80,2022-10-22,1.9,True
1359,1359,2021-12-11,3.69,False
1355,315,2025-05-03,2.55,True
1416,291,2025-04-08,1.64,False
144,832,2025-02-08,2.33,True
323,1236,2023-06-10,4.62,True
1459,1405,2024-09-25,2.01,True
1469,821,2025-01-22,3.61,False
686,1195,2020-01-21,4.18,True
6,1372,2023-09-03,4.55,False
452,1322,2020-10-03,1.34,False
349,904,2022-04-08,3.78,True
285,743,2020-04-30,4.78,False
1243,134,2025-10-30,1.94,True
1368,659,2025-02-08,1.42,True
1368,942,2020-02-09,4.22,True
536,573,2024-08-04,3.66,True
18,1309,2025-06-16,3.67,True
1433,575,2023-08-29,3.81,True
141,347,2020-03-02,2.96,False
1226,189,2022-09-17,2.04,True
479,24,2022-08-15,4.74,False
426,1353,2021-11-10,3.04,False
972,277,2020-01-28,2.78,False
1251,159,2022-04-10,4.49,False
328,2,2025-10-22,4.15,True
249,770,2024-05-30,3.69,True
180,662,2026-02-20,2.82,False
233,605,2024-01-20,2.01,True
475,16,2024-03-05,2.75,False
1,942,2026-01-08,2.69,False
385,1426,2022-10-01,3.48,False
1359,286,2022-07-13,1.85,True
96,1295,2023-02-27,2.5,False
1210,1301,2023-03-29,4.51,True
810,308,2022-07-25,4.09,True
169,595,2023-11-20,1.78,False
898,685,2025-05-19,4.06,True
1162,479,2024-03-09,2.38,False
289,431,2024-04-12,2.47,False
972,1103,2025-10-09,4.49,True
1230,707,2021-02-28,4.19,False
1301,816,2024-04-30,2.54,True
1334,475,2023-08-30,1.0,False
1099,1058,2025-05-31,2.92,False
316,1311,2021-05-21,1.3,False
55,1334,2021-10-16,2.25,True
1270,1427,2025-04-27,1.15,True
391,531,2025-02-01,3.94,False
1211,502,2022-09-06,3.08,True
644,643,2025-01-28,5.0,True
752,827,2023-07-24,2.06,False
971,791,2021-08-23,1.21,False
136,837,2024-07-13,2.37,False
1432,388,2022-09-21,2.61,True
528,925,2025-05-02,4.45,True
942,418,2023-03-12,4.72,False
1156,1391,2020-09-28,4.27,True
1489,1278,2024-08-16,2.14,False
313,1314,2025-12-26,3.31,False
188,1251,2020-11-20,2.75,True
1211,857,2023-06-16,4.63,True
1409,433,2021-05-25,3.34,False
657,1361,2020-03-21,2.34,True
644,541,2021-12-19,1.93,True
732,814,2023-03-10,1.08,False
554,486,2024-02-11,4.02,False
954,1468,2025-09-04,3.51,False
489,490,2024-02-23,2.86,False
1399,948,2020-01-10,4.53,True
248,1328,2024-06-20,4.06,False
1037,1225,2020-04-06,1.45,True
47,749,2026-03-26,4.27,False
1395,1266,2025-05-06,4.5,True
98,414,2023-11-26,4.09,False
151,880,2021-12-10,2.47,False
1310,338,2025-03-11,2.35,True
306,546,2021-07-06,4.7,False
315,19,2022-05-21,3.79,True
1067,1096,2021-07-23,2.45,True
843,503,2022-05-09,4.77,True
1461,674,2025-07-09,4.46,True
513,536,2026-01-06,3.49,False
837,500,2022-09-01,4.9,True
1348,1356,2022-01-10,3.08,False
654,1094,2023-08-25,3.38,True
899,971,2023-06-02,1.22,True
1321,1308,2024-08-21,1.54,True
881,1054,2025-10-12,3.49,True
1206,626,2023-07-30,1.94,False
1438,146,2025-08-16,2.11,False
597,532,2023-12-28,4.58,True
1410,331,2022-06-13,3.47,True
198,912,2025-11-03,1.44,True
468,1122,2024-03-18,2.04,True
695,1429,2025-08-31,3.49,False
1188,1106,2024-05-23,3.75,False
1087,1196,2024-02-03,2.43,False
1186,179,2020-03-02,1.92,False
510,1499,2020-07-13,1.69,True
1317,234,2023-06-11,2.85,False
925,1213,2020-05-09,4.58,False
1091,791,2020-04-22,3.85,False
680,373,2023-08-05,2.7,False
1116,172,2024-06-20,4.84,False
467,432,2025-10-17,2.45,False
375,649,2021-04-18,3.36,False
71,789,2025-07-10,2.8,False
952,1128,2026-04-12,3.34,False
1341,403,2020-07-17,1.08,False
499,1368,2023-06-26,3.69,False
880,819,2024-05-20,3.38,False
216,354,2023-07-30,2.77,True
1268,1493,2025-09-16,3.85,False
1195,522,2026-03-19,2.3,True
1293,904,2021-04-04,4.31,True
938,804,2024-09-06,3.48,True
1316,918,2023-03-12,4.23,False
170,798,2021-05-18,3.36,False
202,1497,2022-06-07,3.0,False
947,792,2023-08-01,1.27,False
1430,1345,2025-12-05,4.78,False
1126,1137,2023-06-08,4.05,False
903,451,2025-04-06,1.67,True
1350,349,2023-04-09,3.47,False
964,786,2025-11-22,3.74,True
716,1042,2021-07-21,4.82,True
572,203,2024-02-08,4.29,True
1423,1269,2021-05-17,1.49,False
446,1448,2021-02-09,3.57,False
1390,562,2025-04-04,1.46,False
1046,238,2021-01-14,4.93,True
1245,1080,2025-07-22,4.79,False
1225,38,2024-05-27,4.93,True
215,673,2025-07-01,2.49,False
424,992,2023-02-28,3.88,False
1149,242,2021-10-26,2.97,False
749,947,2022-07-23,4.58,True
750,1270,2020-11-30,2.94,False
934,1364,2020-02-29,2.63,False
1276,1408,2024-09-25,3.96,True
177,1368,2020-03-10,3.43,False
307,823,2022-04-08,3.19,True
498,33,2024-07-01,3.62,False
91,750,2020-12-20,3.1,True
332,1124,2023-10-31,2.43,True
626,717,2022-02-15,3.84,False
1305,1308,2023-01-19,2.36,True
296,1069,2021-06-19,3.3,True
938,1439,2021-04-19,2.86,True
1267,845,2022-07-28,3.68,False
1271,1482,2024-03-20,3.97,True
792,751,2022-10-31,3.53,False
1149,1400,2026-02-08,2.13,False
1222,278,2020-05-31,1.62,False
274,1304,2023-08-27,1.26,False
130,47,2021-07-25,1.82,False
338,1230,2024-08-04,2.48,True
1491,716,2020-02-01,3.6,True
326,991,2024-09-30,1.49,False
1166,1449,2023-12-22,2.12,False
1187,971,2020-02-02,3.35,True
620,185,2021-07-17,2.47,False
988,470,2024-01-02,2.37,True
647,1367,2026-01-16,4.81,False
851,405,2021-01-26,2.47,True
659,33,2022-11-20,3.52,True
358,176,2025-10-01,2.51,False
462,583,2021-01-07,4.68,False
1246,1375,2021-11-14,1.0,True
472,1204,2020-03-06,1.67,True
1058,395,2020-07-13,4.97,True
610,419,2023-06-01,2.46,False
1122,1223,2024-09-24,4.52,True
872,310,2021-08-30,1.16,False
369,967,2023-01-19,4.02,False
864,979,2023-12-08,1.28,False
896,577,2021-03-03,4.41,True
1045,185,2021-01-30,1.97,False
430,1455,2021-08-17,4.63,True
324,693,2020-03-07,2.34,True
205,898,2021-08-11,3.04,False
1412,1419,2025-11-25,4.22,True
1174,774,2021-10-24,3.81,True
269,946,2023-03-16,4.86,True
294,884,2022-01-11,3.72,True
750,956,2022-07-27,2.35,True
934,1256,2021-01-01,4.21,True
727,135,2022-05-20,2.85,False
1378,72,2024-12-30,1.68,False
1062,783,2021-06-21,4.37,True
192,45,2023-02-01,4.63,False
216,1270,2020-07-08,2.26,True
1260,1219,2025-03-21,3.41,True
864,240,2026-03-16,3.76,False
1477,1093,2020-03-13,1.17,True
175,219,2026-03-06,2.32,True
982,96,2023-03-30,4.8,False
106,1487,2022-07-14,1.63,False
274,816,2022-11-30,4.96,False
511,101,2025-09-10,4.42,False
191,249,2022-07-23,3.26,True
824,146,2022-12-30,4.69,True
1204,432,2021-01-12,2.26,True
491,629,2024-11-04,3.7,False
216,834,2021-05-09,2.25,False
951,1391,2023-04-26,1.45,False
1069,821,2020-09-12,3.16,False
685,686,2023-03-20,2.22,True
852,219,2021-10-22,4.27,True
271,725,2021-12-17,2.85,False
1042,1189,2021-01-05,4.03,True
701,690,2024-11-05,1.6,False
1245,963,2023-07-03,2.3,True
1068,1423,2021-11-20,2.67,True
1350,318,2020-01-17,4.27,False
995,770,2024-07-20,3.98,True
307,1173,2024-10-08,4.11,False
702,38,2022-06-02,3.1,False
1384,57,2022-04-16,2.66,False
666,620,2020-09-09,1.28,True
233,975,2025-12-13,3.86,False
1281,27,2022-07-12,3.11,True
1218,939,2021-11-07,3.83,True
1362,1064,2022-08-21,4.62,True
1276,1340,2025-01-25,4.33,True
677,1264,2024-05-28,4.31,False
1174,871,2022-08-17,4.31,True
977,1481,2020-12-22,1.82,False
786,644,2025-07-16,1.62,False
138,71,2023-09-14,4.03,False
784,178,2025-05-05,2.31,False
75,333,2026-02-09,1.36,False
34,610,2020-01-12,2.37,True
1120,544,2021-10-09,1.32,False
628,1466,2026-01-27,2.57,False
800,1290,2025-04-19,4.47,False
892,611,2021-07-07,3.95,True
1149,421,2024-04-12,2.3,True
1022,857,2025-12-29,4.28,True
482,895,2023-03-31,4.96,False
148,661,2025-04-21,4.14,False
704,572,2021-04-08,3.4,False
63,441,2025-06-26,3.44,False
1260,132,2021-03-14,3.09,False
1310,1123,2023-11-04,1.62,False
1293,959,2025-04-05,4.03,True
1352,1067,2025-09-23,3.97,True
933,164,2025-01-02,4.67,True
1241,557,2022-03-10,3.64,True
227,689,2022-12-30,2.7,True
684,760,2021-07-25,4.59,False
44,830,2022-03-20,1.82,True
284,912,2026-02-28,3.62,True
955,1454,2022-12-14,4.69,False
307,1169,2021-04-28,3.7,True
1294,981,2021-06-02,2.19,True
241,1391,2020-06-11,4.12,True
662,1276,2020-11-21,4.92,True
1384,1210,2023-05-05,3.29,True
1070,522,2023-12-21,4.59,True
1466,1051,2024-11-06,3.72,False
766,906,2020-03-25,4.21,True
804,811,2020-06-22,2.2,True
1022,931,2021-08-26,2.13,True
422,646,2024-07-21,2.84,True
1123,425,2023-08-12,1.46,True
1237,540,2020-04-28,4.05,True
636,1289,2020-08-08,2.55,True
1120,615,2022-01-25,4.37,True
739,35,2023-11-24,2.33,True
